201900004003000690000500000100240000000000470000000300940000000000460010000037006,261983754853714692794526183137248569625391478489675321946152837378469215512837946
030460012000308004400102500000020093200040100704000280300250600009680701080000000,937465812125378964468192537816527493293846175754931286371259648549683721682714359
002000010000050600000000000560090000400000002000600080700201000030000900000800000,972486315814953627356127894568792143497318562123645789789231456231564978645879231
000000640503000000800020000010000200000900100000005000000400053070610000000000000,127539648543861972896724531719346285354982167682175394261498753475613829938257416
006900872050000100830140060370400058000801000904503001400050030208000510090010400,146935872759286143832147965371429658625871394984563721417658239268394517593712486
000002860500030000000000000008495021060020008000000005100006003300054900000800000,913542867526738149874169352738495621465321798291687435142976583387254916659813274
008079020010000050076002000000430980589600073000090200094500010702000000000200000,458379126213846759976152834627435981589621473341798265894567312762913548135284697
079040800000509076060000000500806000010000490000000000600003008000090100000000000,379642851148539276265781349594826713816357492732914685651473928483295167927168534
700060201800094000000003000090001540000200100030000000500800000001002000000000090,749568231823194657615723984297681543458237169136945728564879312981352476372416895
000400037501000000000000000000700400900000080000015000037600000080000700000050000,892461537541973862763528914158796423976342185324815679437689251285134796619257348
700100000002070093000000800506000300000069000020804000000253709249600000000000060,763198425812475693954326817596712384438569172127834956681253749249687531375941268
610000040020500003000300006800040010054090000970000000060710500400000900100003000,613978245728564193549321876836245719254197368971836452362719584487652931195483627
060084000000000507000020000000700100080000000000000900700600080100000040900100000,567984213824316597319527864495738126683291475271465938752649381136852749948173652
250000080000090200400650000130805000507300904000000000902030000000200050700000000,256713489371498265498652173139845627587326914624971538912537846843269751765184392
280040050000068000000000000079500000000030800030000004000103070600000310800200000,286341957745968231391725486479582163162437895538619724924153678657894312813276549
820100005000000730100000060200900108760400003000030900000026000905000000000000000,826173495594682731137594862253967148769418253418235976341726589985341627672859314
500049006007620030004000052000760500085030407003594000050203000700000680018906000,521349876897625134364817952249768513685132497173594268956283741732451689418976325
060010007000850200008000500280400000736905020000020869600090018502700000094006002,365214987147859236928673541289461375736985124451327869673592418512748693894136752
879000014053800900000000000400215000900008740006000050000107300000600800108900000,879536214253841967641792583487215639915368742326479158594187326732654891168923475
100050700000829000020000000085200000000000400030000000400010000900000030002300080,149653728357829641826147395685234917291785463734961852463518279918472536572396184
850020000300000092009500410480700000005401020020000600000010807140308005008000230,854129376317846592269537418483762159695481723721953684936215847142378965578694231
043926000090100065000050000907840320100500708602000000000605010020700900000000004,543926187298173465761458239957841326134562798682397541479635812826714953315289674
000000069030506000060000700020000500504069003000270640000307100400000800607000900,245718369739526418861934725126483597574169283398275641982347156453691872617852934
045013200210094050000065090030050106500900000000070500060189305000502008850000002,945813267216794853378265491739458126581926734624371589462189375197532648853647912
680030000000400910005007000530000008000140500410700000100900000000000073000026000,681539724372468915945217386537692148829143567416785239163974852294851673758326491
500000412000208000600400000024070800000054000000390000080700200900000050000000046,538967412497218563612435987324671895769854321851392674185746239946123758273589146
009050280703000050400000300905400003004280060000500000380600000000029007000000500,619357284723948156458162379965471823174283965832596741387615492541829637296734518
204600800900302057700100000032540000570000000400000200300020900019000030000000180,254679813961382457783154629132546798576298341498713265345821976819467532627935184
010000640900540000000002001200000008000010400500000030000100097046007000300000000,712983645968541273453672981294736518637815429581429736825164397146397852379258164
400500900508000170000100380900600040005010062070020009800900450010000298000402003,431578926568293174297146385982635741345719862176824539823961457614357298759482613
800020070003090000960408000200000040000600900000300060730100090000000308000000200,841523679523796184967418532216859743378641925459372861732185496194267358685934217
060790000000000280000000000490003000000802000000400000200000600308000000000010007,162798453754631289983524176496153728537862941821479365215387694378946512649215837
108905304000000507000380000720090060000137800001000030970000200000800470500000000,168975324439261587257384691723498165695137842841526739974613258312859476586742913
107800400009000050000500000720050000000000089400080005560000700000908501000300000,157892463639714852842536917728159346315647289496283175563421798274968531981375624
106000030407003900000000000600007081030054000000000509200810000890030420000600000,156498237487263915329571864645927381938154672712386549264819753891735426573642198
004503600710020000000100000008469500030010000000000070506200000000080003080604210,894573621713926854652148397178469532235817946469352178546231789921785463387694215
509001040000400270000000160001040650030020001604300700100008004900060000020000036,569271348318456279472983165291847653735629481684315792156738924943562817827194536
080000500000002090060040000000370806405008000000100700000780000200000040000000000,384917562751632498962845173129374856475268931836159724543786219218593647697421385
010300702740090038020007000000600105600900000005000090000502800300700000904000200,819354762746291538523867914498673125631925487275418396167532849382749651954186273
869140000007900104020005790102400070090050200040060500900034010600872000080009060,869147325537926184421385796152493678396758241748261539975634812614872953283519467
000340890010002070700000000040068000690400350000900700800070604163590000000100030,526347891918652473734819562345768129697421358281935746859273614163594287472186935
000809050600000409200304000500040090030000008000700010040200500000950600708030000,473869152681572439295314867527148396139625748864793215946281573312957684758436921
309000100600000050000600002080719460000030008430000700563800000004000309071300600,359278146612943857748651932285719463197436528436582791563897214824165379971324685
283000600760301024000007008600020007000000035307009000070408200034590010000016800,283945671769381524451267398645123987928674135317859462176438259834592716592716843
000800100040000600190000040600000850280790000000004000300100000062000009000000070,726843195845917632193562748679231854284795361531684927357129486462378519918456273
096000010000306008040000000700100500209000300000090400320509000007060090000700034,596428713172356948843917652784132569259674381631895427328549176417263895965781234
017000059060900000000400006400000908500006000700010000900043200020000000000000060,317268459864975123259431876436752918581396742792814635975643281623187594148529367
000002060094000000080900000300000140020790000000080000600309000500000900000000807,753812469194637285286945371379256148821794653465183792618379524537428916942561837
010004392000090000000070600702900040000500100600000000080100060903000017000389000,817654392365291784249873651732916548498532176651748239584127963923465817176389425
607201000020000083000700000000000640102000000000090000340080000000000200060000000,687231459521964783934758126893125647152476398476893512345682971718349265269517834
